,LBD,WHA,IWD,GBH,WHH,GBA,B365H,B365AH,B365<2.5,LBH,LBAHH,SOD,B365D,SBD,SBH,B365>2.5,GB>2.5,WHD,SOA,IWA,LBAHA,LBA,SBA,GB<2.5,GBAHH,B365AHA,GBD,LBAH,GBAH,IWH,GBAHA,B365A,B365AHH,SOH,HomeTeam,AwayTeam,idGame
166,3.5,1.61,3.3,4.65,5.0,1.7,5.5,0.75,2.0,4.5,2.0,3.6,3.6,3.4,4.5,1.8,1.63,3.3,1.62,1.65,1.85,1.615,1.66,2.1,2.0,1.875,3.4,0.75,0.75,4.4,1.85,1.615,2.025,5.5,Tottenham,Man United,Tottenham_Man United_2003
167,3.4,3.25,3.1,1.9,1.9,3.75,1.909,-0.5,1.9,2.0,2.05,3.4,3.3,3.25,2.0,1.9,1.75,3.4,3.75,3.2,1.8,3.0,3.25,1.95,2.0,1.825,3.3,-0.5,-0.5,2.0,1.85,4.0,2.075,1.91,Man City,Leeds,Man City_Leeds_2003
168,5.5,15.0,5.0,1.15,1.12,16.0,1.167,-1.75,2.25,1.167,1.75,6.0,6.5,6.0,1.14,1.61,1.55,6.0,15.0,10.0,2.1,12.0,15.0,2.36,1.75,2.125,6.0,-1.75,-1.75,1.2,2.1,15.0,1.775,1.14,Arsenal,Wolves,Arsenal_Wolves_2003
169,3.2,2.87,3.0,2.2,2.1,2.95,2.25,-0.25,1.7,2.1,2.0,3.25,3.25,3.25,2.1,2.1,1.93,3.3,3.0,2.9,1.85,3.0,3.0,1.79,2.0,1.8,3.3,-0.25,-0.25,2.2,1.85,3.1,2.1,2.1,Birmingham,Man City,Birmingham_Man City_2003
170,3.2,3.1,3.1,2.25,2.1,3.0,2.25,-0.25,1.75,2.1,1.85,3.2,3.25,3.2,2.2,2.05,2.01,3.1,2.88,3.0,2.0,3.0,2.87,1.71,1.85,2.05,3.2,-0.25,-0.25,2.1,2.0,3.1,1.85,2.2,Blackburn,Middlesbrough,Blackburn_Middlesbrough_2003
171,3.25,1.61,3.2,4.95,5.0,1.67,5.5,0.75,1.8,4.5,1.9,3.6,3.4,3.4,5.0,2.0,1.84,3.3,1.67,1.75,1.95,1.6669999999999998,1.61,1.87,1.85,2.05,3.4,0.75,0.75,4.0,2.0,1.6669999999999998,1.85,5.0,Charlton,Chelsea,Charlton_Chelsea_2003
172,3.2,3.1,3.1,2.2,2.1,3.1,2.2,-0.25,1.75,2.1,1.9,3.25,3.25,3.25,2.0,2.05,1.96,3.1,3.0,3.2,1.95,3.0,3.25,1.75,1.95,1.9,3.2,-0.25,-0.25,2.0,1.9,3.2,2.0,2.1,Fulham,Southampton,Fulham_Southampton_2003
173,3.25,2.75,3.0,2.25,2.25,2.9,2.3,-0.25,1.8,2.2,1.9,3.2,3.25,3.2,2.2,2.0,1.88,3.2,2.88,3.1,1.95,2.75,2.87,1.85,2.0,1.85,3.25,-0.25,-0.25,2.1,1.85,3.0,2.05,2.2,Leeds,Aston Villa,Leeds_Aston Villa_2003
174,3.2,2.0,3.1,3.4,3.2,2.0,3.25,0.25,1.9,3.2,1.75,3.25,3.4,3.25,3.25,1.9,1.87,3.2,2.0,2.0,2.1,2.0,2.0,1.85,1.8,1.825,3.3,0.5,0.5,3.2,2.05,2.1,2.075,3.25,Leicester,Newcastle,Leicester_Newcastle_2003
175,3.25,5.0,3.4,1.65,1.61,5.2,1.6669999999999998,-0.75,1.9,1.6669999999999998,1.95,3.4,3.6,3.4,1.61,1.9,1.82,3.3,4.5,4.6,1.9,4.5,5.0,1.95,1.95,1.9,3.45,-0.75,-0.75,1.6,1.9,5.0,2.0,1.67,Liverpool,Bolton,Liverpool_Bolton_2003
176,5.0,11.0,4.8,1.25,1.2,10.0,1.25,-1.5,2.05,1.222,1.85,5.5,5.5,5.0,1.22,1.75,1.61,5.0,10.0,9.5,2.0,10.0,10.0,2.25,1.85,2.05,5.25,-1.5,-1.5,1.22,2.0,10.0,1.85,1.25,Man United,Everton,Man United_Everton_2003
177,3.25,2.62,3.0,2.45,2.37,2.65,2.5,0.0,1.8,2.4,1.85,3.2,3.25,3.2,2.4,2.0,1.87,3.1,2.5,2.6,2.0,2.5,2.6,1.85,1.85,1.95,3.25,0.0,0.0,2.4,2.0,2.7,1.95,2.5,Portsmouth,Tottenham,Portsmouth_Tottenham_2003
178,3.2,2.87,3.0,2.2,2.2,3.05,2.2,-0.25,1.8,2.0,1.95,3.25,3.25,3.1,2.2,2.0,1.91,3.1,2.88,3.1,1.9,3.2,3.0,1.79,1.95,1.85,3.2,-0.25,-0.25,2.1,1.9,3.2,2.05,2.2,Aston Villa,Fulham,Aston Villa_Fulham_2003
179,3.2,4.33,3.1,1.75,1.72,4.5,1.8,-0.5,1.8,1.73,1.8,3.2,3.4,3.25,1.73,2.0,1.9,3.2,5.0,3.8,2.05,4.33,4.33,1.79,2.1,2.0,3.3,-0.5,-0.75,1.8,1.75,4.5,1.9,1.67,Bolton,Leicester,Bolton_Leicester_2003
180,5.0,8.0,4.8,1.25,1.28,10.0,1.25,-1.75,2.05,1.22,1.9,5.0,5.5,5.0,1.22,1.75,1.65,4.5,10.0,9.5,1.95,10.0,10.0,2.12,1.72,1.825,5.0,-1.75,-1.5,1.22,2.15,11.0,2.075,1.22,Chelsea,Portsmouth,Chelsea_Portsmouth_2003
181,3.2,3.0,3.1,2.1,2.1,3.2,2.1,-0.25,1.7,1.83,2.0,3.25,3.25,3.25,2.0,2.1,1.86,3.2,3.25,3.5,1.85,3.75,3.25,1.85,2.05,2.05,3.25,-0.5,-0.5,1.9,1.75,3.4,1.85,2.0,Everton,Birmingham,Everton_Birmingham_2003
182,3.2,2.2,3.0,2.7,2.8,2.4,2.87,0.25,1.8,2.6,1.9,3.2,3.25,3.2,2.62,2.0,1.87,3.2,2.25,2.2,1.95,2.38,2.38,1.85,2.1,2.125,3.2,0.25,0.0,2.9,1.75,2.37,1.775,2.75,Man City,Liverpool,Man City_Liverpool_2003
183,3.25,1.61,3.3,5.25,5.0,1.65,5.0,0.75,1.85,4.5,1.95,3.4,3.6,3.4,5.0,1.95,1.88,3.3,1.67,1.65,1.9,1.67,1.62,1.85,1.95,2.0,3.3,0.75,0.75,4.4,1.9,1.66,1.9,5.5,Middlesbrough,Man United,Middlesbrough_Man United_2003
184,3.5,5.0,3.4,1.65,1.61,5.0,1.61,-0.75,1.9,1.57,1.9,3.6,3.6,3.4,1.62,1.9,1.81,3.3,5.0,4.6,1.95,5.0,5.0,1.9,1.95,1.925,3.4,-0.75,-0.75,1.6,1.9,5.5,1.975,1.67,Newcastle,Blackburn,Newcastle_Blackburn_2003
185,3.2,2.75,3.0,2.2,2.25,3.0,2.3,-0.25,1.85,2.2,1.95,3.2,3.25,3.2,2.2,1.95,1.86,3.2,2.75,2.7,1.9,2.8,2.88,1.85,1.95,1.8,3.25,-0.25,-0.25,2.3,1.9,3.0,2.1,2.25,Tottenham,Charlton,Tottenham_Charlton_2003
186,3.2,2.5,3.0,2.52,2.5,2.52,2.62,0.0,1.85,2.6,2.05,3.2,3.25,3.2,2.5,1.95,1.87,3.1,2.38,2.3,1.8,2.38,2.5,1.85,2.05,1.9,3.25,0.0,0.0,2.7,1.8,2.6,2.0,2.62,Wolves,Leeds,Wolves_Leeds_2003
187,3.2,1.66,3.2,4.7,4.5,1.72,4.5,0.75,1.9,4.33,1.9,3.4,3.6,3.25,4.33,1.9,1.91,3.3,1.73,1.75,1.95,1.73,1.73,1.8,1.85,2.0,3.35,0.75,0.75,4.0,2.0,1.72,1.9,4.75,Southampton,Arsenal,Southampton_Arsenal_2003
188,3.25,4.5,3.2,1.7,1.66,4.85,1.66,-0.75,1.75,1.57,1.85,3.6,3.4,3.4,1.62,2.05,1.9,3.3,5.5,4.2,2.0,5.5,5.0,1.79,1.8,2.0,3.3,-0.75,-0.75,1.7,2.05,5.5,1.9,1.62,Aston Villa,Portsmouth,Aston Villa_Portsmouth_2003
189,3.5,1.53,3.4,5.6,5.5,1.57,6.5,1.0,1.9,5.5,1.85,3.5,3.5,3.5,5.5,1.9,1.75,3.4,1.5,1.6,2.0,1.53,1.53,1.9,2.1,2.125,3.5,1.0,0.75,4.6,1.75,1.57,1.775,6.0,Bolton,Man United,Bolton_Man United_2003
190,3.4,4.5,3.2,1.75,1.66,4.5,1.8,-0.5,1.75,1.73,1.8,3.4,3.4,3.25,1.75,2.05,1.85,3.3,4.75,4.2,2.05,4.0,4.2,1.85,1.75,2.025,3.3,-0.5,-0.5,1.7,2.1,4.5,1.875,1.73,Chelsea,Liverpool,Chelsea_Liverpool_2003
191,3.25,1.53,3.3,5.0,5.5,1.65,5.5,0.75,1.9,5.0,2.0,3.6,3.4,3.4,4.5,1.9,1.85,3.4,1.57,1.65,1.85,1.62,1.67,1.85,1.95,1.9,3.45,0.75,0.75,4.4,1.9,1.66,2.0,5.0,Everton,Arsenal,Everton_Arsenal_2003
192,3.2,2.62,3.0,2.25,2.3,2.9,2.3,-0.25,1.9,2.25,1.95,3.25,3.25,3.25,2.25,1.9,1.85,3.2,2.75,2.9,1.9,2.75,2.75,1.85,2.0,1.85,3.25,-0.25,-0.25,2.2,1.85,3.0,2.05,2.25,Man City,Charlton,Man City_Charlton_2003
193,3.0,3.0,3.0,2.2,2.2,3.0,2.2,-0.25,1.7,2.2,1.85,3.1,3.25,3.1,2.2,2.1,1.95,3.0,3.2,2.9,2.0,3.0,3.0,1.75,1.85,2.025,3.25,-0.25,-0.25,2.2,2.0,3.2,1.875,2.1,Middlesbrough,Fulham,Middlesbrough_Fulham_2003
194,3.4,6.0,3.5,1.55,1.5,6.0,1.53,-1.0,2.0,1.5,1.85,3.75,3.6,3.4,1.53,1.8,1.71,3.4,6.5,4.8,2.0,6.0,6.0,2.0,2.0,1.9,3.5,-1.0,-1.0,1.55,1.85,7.0,2.0,1.44,Newcastle,Leeds,Newcastle_Leeds_2003
195,3.2,4.5,3.2,1.7,1.66,4.85,1.8,-0.75,1.8,1.73,1.95,3.4,3.4,3.25,1.73,2.0,1.95,3.3,4.5,4.2,1.9,4.33,4.33,1.75,1.95,1.825,3.3,-0.75,-0.75,1.7,1.9,4.5,2.075,1.67,Southampton,Leicester,Southampton_Leicester_2003
196,3.2,3.0,3.1,2.2,2.1,3.0,2.2,-0.25,1.8,2.2,1.8,3.25,3.25,3.25,2.1,2.0,1.85,3.2,2.75,3.2,2.05,2.8,3.0,1.85,1.85,2.0,3.25,-0.25,-0.25,2.0,2.0,3.2,1.9,2.25,Tottenham,Birmingham,Tottenham_Birmingham_2003
197,3.25,2.37,3.1,2.65,2.62,2.42,2.87,0.25,1.95,2.5,1.85,3.2,3.25,3.2,2.62,1.85,1.79,3.1,2.38,2.3,2.0,2.4,2.38,1.9,2.0,2.1,3.25,0.25,0.0,2.6,1.85,2.4,1.8,2.62,Wolves,Blackburn,Wolves_Blackburn_2003
198,5.0,10.0,4.5,1.27,1.25,10.0,1.28,-1.5,1.95,1.22,2.05,5.0,5.0,5.0,1.25,1.85,1.71,4.5,10.0,9.0,1.8,10.0,9.0,2.0,2.05,1.85,5.0,-1.5,-1.5,1.25,1.8,10.0,2.05,1.22,Arsenal,Middlesbrough,Arsenal_Middlesbrough_2003
199,3.2,3.0,3.0,2.2,2.2,3.05,2.1,-0.25,1.66,2.1,2.05,3.2,3.25,3.2,2.1,2.15,2.0,3.0,3.1,2.9,1.8,3.0,3.1,1.7,2.08,1.9,3.2,-0.25,-0.25,2.2,1.77,3.4,2.0,2.1,Birmingham,Southampton,Birmingham_Southampton_2003
200,3.25,3.3,3.0,2.05,2.0,3.5,2.1,-0.25,1.8,1.91,1.8,3.25,3.25,3.25,2.0,2.0,1.85,3.1,3.25,3.3,2.05,3.4,3.25,1.85,1.8,2.025,3.1,-0.25,-0.25,2.0,2.05,3.4,1.875,2.0,Blackburn,Bolton,Blackburn_Bolton_2003
201,3.5,6.0,3.4,1.57,1.5,6.0,1.57,-0.75,2.0,1.53,1.75,3.5,3.5,3.5,1.53,1.8,1.85,3.4,6.0,4.6,2.1,5.5,5.5,1.85,1.75,2.05,3.5,-0.75,-0.75,1.6,2.1,6.5,1.85,1.5,Charlton,Wolves,Charlton_Wolves_2003
202,3.25,3.5,3.1,2.05,1.9,3.4,2.1,-0.5,1.75,1.8,2.1,3.25,3.25,3.25,1.91,2.05,1.85,3.2,3.25,3.6,1.75,3.75,3.5,1.85,2.05,1.8,3.25,-0.5,-0.5,1.85,1.8,3.4,2.1,2.0,Fulham,Everton,Fulham_Everton_2003
203,3.2,2.3,3.0,2.3,2.62,2.85,2.5,0.0,1.8,2.1,1.9,3.2,3.25,3.2,2.25,2.0,1.85,3.2,2.62,2.9,1.95,3.0,2.8,1.85,1.9,2.075,3.2,0.0,0.0,2.2,1.95,2.7,1.825,2.38,Leeds,Tottenham,Leeds_Tottenham_2003
204,3.25,5.5,3.3,1.65,1.53,5.25,1.66,-0.75,1.8,1.62,1.9,3.4,3.4,3.4,1.62,2.0,1.85,3.4,5.0,4.4,1.95,5.0,5.0,1.85,1.9,2.025,3.4,-0.75,-0.75,1.65,1.95,5.5,1.875,1.62,Liverpool,Aston Villa,Liverpool_Aston Villa_2003
205,3.25,2.62,3.0,2.4,2.3,2.7,2.5,0.0,1.8,2.2,1.85,3.25,3.25,3.2,2.3,2.0,1.85,3.2,2.75,2.7,2.0,2.75,2.7,1.85,1.85,2.0,3.25,0.0,0.0,2.3,2.0,2.7,1.9,2.25,Portsmouth,Man City,Portsmouth_Man City_2003
206,3.5,1.53,3.3,6.0,5.5,1.55,6.0,0.75,1.85,5.0,,3.75,3.5,3.5,5.5,1.95,1.85,3.4,1.57,1.65,,1.57,1.53,1.85,2.0,1.875,3.5,,0.75,4.4,1.85,1.61,2.025,5.5,Leicester,Chelsea,Leicester_Chelsea_2003
207,3.75,6.5,3.9,1.47,1.44,7.0,1.44,-1.0,2.0,1.36,1.8,4.0,4.0,3.75,1.4,1.8,1.75,3.6,7.5,6.0,2.05,8.0,7.5,1.95,1.75,2.1,3.75,-1.0,-1.0,1.4,2.1,7.5,1.8,1.44,Man United,Newcastle,Man United_Newcastle_2003
208,3.25,3.75,3.1,1.8,1.8,4.35,1.83,-0.5,1.75,1.67,1.85,3.25,3.25,3.3,1.83,2.05,1.79,3.3,4.33,3.8,2.0,4.5,3.75,1.9,1.9,2.0,3.2,-0.5,-0.5,1.8,1.95,4.5,1.9,1.73,Bolton,Portsmouth,Bolton_Portsmouth_2003
209,3.2,2.75,3.0,2.2,2.25,3.0,2.25,-0.25,1.7,2.1,1.85,3.2,3.25,3.2,2.2,2.1,1.85,3.2,2.88,3.1,2.0,3.0,2.88,1.85,1.85,1.975,3.25,-0.25,-0.25,2.1,2.0,3.1,1.925,2.2,Everton,Charlton,Everton_Charlton_2003
210,3.2,2.8,3.0,2.1,2.2,3.2,2.1,-0.25,1.95,2.1,1.8,3.25,3.25,3.2,2.2,1.85,1.75,3.2,3.0,3.1,2.05,3.0,2.88,1.9,1.85,2.05,3.2,-0.25,-0.25,2.1,2.0,3.4,1.85,2.1,Man City,Blackburn,Man City_Blackburn_2003
211,3.25,4.33,3.1,1.8,1.72,4.35,1.72,-0.75,1.66,1.67,1.95,3.4,3.3,3.25,1.8,2.15,1.85,3.2,4.5,3.8,1.9,4.5,4.0,1.85,1.8,1.85,3.2,-0.75,-0.5,1.8,2.05,5.0,2.05,1.67,Middlesbrough,Leicester,Middlesbrough_Leicester_2003
212,3.5,5.0,3.2,1.65,1.57,5.1,1.72,-1.0,1.75,1.62,2.15,3.5,3.3,3.4,1.67,2.05,1.95,3.5,5.0,4.2,1.7,4.5,4.5,1.75,1.8,1.775,3.4,-1.0,-0.75,1.7,2.05,5.0,2.125,1.57,Southampton,Leeds,Southampton_Leeds_2003
213,3.2,2.25,3.1,2.85,2.8,2.3,2.87,0.25,1.85,2.6,1.85,3.2,3.25,3.2,2.75,1.95,1.9,3.1,2.3,2.2,2.0,2.38,2.3,1.8,1.85,2.05,3.2,0.25,0.25,2.8,2.0,2.37,1.85,2.75,Tottenham,Liverpool,Tottenham_Liverpool_2003
214,3.75,1.3,3.9,8.0,8.0,1.35,8.5,1.25,2.05,8.0,2.1,4.5,4.5,4.0,7.5,1.75,1.65,4.33,1.33,1.4,1.75,1.36,1.36,2.05,2.0,1.825,4.35,1.25,1.25,6.0,1.85,1.36,2.075,9.0,Wolves,Man United,Wolves_Man United_2003
215,3.25,1.66,3.1,5.0,4.5,1.7,5.5,0.75,1.8,4.5,1.9,3.6,3.4,3.25,4.33,2.0,1.95,3.3,1.67,1.8,1.95,1.67,1.73,1.75,1.85,1.95,3.25,0.75,0.75,3.8,2.0,1.66,1.95,5.0,Aston Villa,Arsenal,Aston Villa_Arsenal_2003
216,4.33,8.0,4.2,1.3,1.3,9.4,1.3,-1.5,1.95,1.3,1.95,4.75,4.5,4.33,1.3,1.85,1.71,4.33,11.0,8.0,1.9,8.0,8.5,2.0,1.9,1.925,4.5,-1.5,-1.5,1.3,1.95,12.0,1.975,1.29,Chelsea,Birmingham,Chelsea_Birmingham_2003
217,3.5,5.0,3.3,1.62,1.57,5.4,1.66,-0.75,1.95,1.62,1.8,3.6,3.4,3.4,1.62,1.85,1.75,3.5,6.0,4.4,2.05,4.5,5.0,1.95,1.85,2.025,3.45,-0.75,-0.75,1.65,2.0,5.5,1.875,1.57,Newcastle,Fulham,Newcastle_Fulham_2003
218,3.2,1.8,3.1,4.3,4.0,1.8,4.5,0.5,1.9,4.0,2.05,3.25,3.4,3.25,4.0,1.9,1.9,3.1,1.73,1.85,1.8,1.8,1.8,1.79,2.05,1.825,3.25,0.5,0.5,3.6,1.8,1.8,2.075,4.5,Wolves,Liverpool,Wolves_Liverpool_2003
219,3.2,2.5,2.9,2.6,2.5,2.5,2.7,0.0,1.75,2.6,1.8,3.25,3.25,3.1,2.7,2.05,1.9,3.1,2.25,2.4,2.05,2.375,2.37,1.79,2.08,1.8,3.2,0.25,0.0,2.7,1.77,2.5,2.1,2.75,Birmingham,Newcastle,Birmingham_Newcastle_2003
220,3.2,4.2,3.1,1.85,1.72,4.0,1.8,-0.5,1.85,1.7269999999999999,1.95,3.25,3.3,3.25,1.8,1.95,1.85,3.25,4.0,3.6,1.9,4.333,4.0,1.85,1.85,1.925,3.3,-0.5,-0.5,1.85,2.0,4.5,1.975,1.8,Charlton,Bolton,Charlton_Bolton_2003
221,3.2,2.75,3.0,2.3,2.25,2.85,2.375,-0.25,1.8,2.2,2.0,3.25,3.25,3.2,2.2,2.0,1.79,3.2,2.75,3.1,1.85,2.8,2.87,1.9,2.05,1.9,3.25,-0.25,-0.25,2.1,1.8,2.875,2.0,2.25,Fulham,Tottenham,Fulham_Tottenham_2003
222,3.25,2.25,3.2,2.45,2.75,2.65,2.5,0.0,1.75,2.5,1.95,3.2,3.25,3.2,2.5,2.05,1.85,3.2,2.5,2.4,1.9,2.4,2.5,1.85,1.9,1.9,3.2,0.0,0.0,2.4,1.95,2.7,2.0,2.5,Leeds,Middlesbrough,Leeds_Middlesbrough_2003
223,3.25,2.75,2.8,2.45,2.3,2.65,2.5,0.0,1.75,2.4,1.85,3.2,3.25,3.1,2.37,2.05,1.85,3.1,2.62,2.9,2.0,2.5,2.7,1.85,1.8,2.1,3.2,0.0,0.0,2.3,2.05,2.7,1.8,2.38,Leicester,Aston Villa,Leicester_Aston Villa_2003
224,3.2,5.5,3.2,1.72,1.57,4.75,1.7269999999999999,-0.75,1.85,1.7269999999999999,1.95,3.4,3.4,3.4,1.66,1.95,1.79,3.3,5.0,4.0,1.9,4.333,4.5,1.9,2.0,1.95,3.35,-0.75,-0.75,1.75,1.85,5.0,1.95,1.62,Liverpool,Everton,Liverpool_Everton_2003
225,4.5,9.5,4.5,1.26,1.22,10.0,1.25,-1.5,2.05,1.25,1.9,5.0,5.5,4.75,1.25,1.75,1.71,5.0,11.0,9.0,1.95,10.0,10.0,2.0,1.85,2.025,5.0,-1.5,-1.5,1.25,2.0,10.0,1.875,1.27,Man United,Southampton,Man United_Southampton_2003
226,3.4,3.6,3.1,1.9,1.83,3.75,1.909,-0.5,1.9,1.7269999999999999,1.95,3.25,3.25,3.3,1.83,1.9,1.85,3.3,3.6,3.6,1.9,4.0,3.75,1.85,1.9,1.9,3.3,-0.5,-0.5,1.85,1.95,4.0,2.0,1.91,Portsmouth,Wolves,Portsmouth_Wolves_2003
227,5.0,10.0,4.8,1.26,1.25,10.0,1.25,-1.5,2.1,1.2,1.9,5.5,5.5,4.75,1.25,1.7,1.65,4.5,10.0,9.5,1.95,11.0,10.0,2.05,1.95,1.9,5.0,-1.5,-1.5,1.22,1.9,10.0,2.0,1.25,Arsenal,Man City,Arsenal_Man City_2003
228,3.25,1.66,3.1,4.25,4.5,1.8,4.5,0.5,1.9,4.5,2.05,3.4,3.3,3.25,4.33,1.9,1.71,3.3,1.8,1.8,1.8,1.6669999999999998,1.72,2.0,2.05,1.85,3.25,0.5,0.5,3.8,1.8,1.8,2.05,4.33,Blackburn,Chelsea,Blackburn_Chelsea_2003
229,3.4,6.0,3.5,1.6,1.44,5.5,1.615,-0.75,1.95,1.5,2.0,3.5,3.4,3.6,1.53,1.85,1.75,3.75,6.0,4.8,1.85,6.0,5.5,1.95,2.3,2.05,3.4,-1.0,-1.25,1.55,1.55,6.0,1.85,1.5,Aston Villa,Leeds,Aston Villa_Leeds_2003
230,3.2,2.2,2.9,2.9,2.87,2.25,3.1,0.25,1.8,2.8,1.95,3.25,3.2,3.2,2.8,2.0,1.85,3.1,2.2,2.3,1.9,2.2,2.25,1.85,1.9,1.95,3.25,0.25,0.25,2.8,1.95,2.25,1.95,2.8,Bolton,Liverpool,Bolton_Liverpool_2003
231,3.5,1.57,3.4,5.25,5.5,1.61,5.5,0.75,1.9,5.0,2.1,3.4,3.6,3.4,5.0,1.9,1.85,3.3,1.62,1.6,1.75,1.571,1.61,1.85,2.0,1.85,3.5,0.75,0.75,4.6,1.85,1.615,2.05,5.0,Everton,Man United,Everton_Man United_2003
232,3.25,3.2,3.1,1.95,2.0,3.6,1.909,-0.25,1.8,1.8,2.05,3.25,3.25,3.25,2.0,2.0,1.85,3.2,3.5,3.2,1.8,3.75,3.25,1.85,1.95,2.125,3.25,-0.5,-0.5,2.0,1.85,4.0,1.775,1.91,Middlesbrough,Blackburn,Middlesbrough_Blackburn_2003
233,3.75,7.5,3.9,1.42,1.4,8.0,1.4,-1.25,2.05,1.364,2.05,3.75,4.333,3.75,1.4,1.75,1.75,3.6,8.5,6.0,1.8,8.0,7.5,1.95,1.55,2.025,3.75,-1.5,-1.0,1.4,2.3,7.5,1.875,1.36,Newcastle,Leicester,Newcastle_Leicester_2003
234,3.25,3.2,3.1,2.0,2.0,3.3,2.1,-0.5,1.75,1.909,1.75,3.25,3.25,3.2,2.1,2.05,1.85,3.2,3.0,3.5,2.1,3.4,3.1,1.85,1.8,1.775,3.3,-0.25,-0.25,1.9,2.0,3.4,2.125,2.1,Southampton,Fulham,Southampton_Fulham_2003
235,3.5,5.0,3.2,1.65,1.57,5.0,1.6669999999999998,-0.75,1.85,1.615,1.9,3.4,3.4,3.4,1.61,1.95,1.79,3.5,5.0,4.2,1.95,4.5,5.0,1.9,2.1,1.95,3.4,-0.75,-1.0,1.7,1.7,5.5,1.95,1.62,Tottenham,Portsmouth,Tottenham_Portsmouth_2003
236,3.75,1.33,3.8,7.5,8.0,1.4,9.0,1.25,1.95,7.0,1.95,4.0,4.0,3.75,7.5,1.85,1.79,4.0,1.33,1.45,1.9,1.4,1.4,1.9,1.65,1.975,4.0,1.25,1.5,5.4,2.1,1.4,1.925,8.5,Wolves,Arsenal,Wolves_Arsenal_2003
237,4.0,7.5,3.9,1.4,1.4,7.8,1.364,-1.25,1.95,1.3330000000000002,1.95,4.75,4.333,3.75,1.36,1.85,1.71,3.6,8.5,6.0,1.9,8.0,8.5,2.0,1.55,2.0,3.9,-1.25,-1.0,1.4,2.3,9.0,1.9,1.33,Chelsea,Charlton,Chelsea_Charlton_2003
238,3.25,3.0,3.1,2.15,2.1,3.05,2.0,-0.25,1.85,2.2,2.05,3.25,3.4,3.25,2.1,1.95,1.9,3.2,3.4,3.2,1.8,2.75,3.0,1.79,1.5,2.025,3.25,-0.5,0.0,2.0,2.45,3.5,1.875,2.1,Man City,Birmingham,Man City_Birmingham_2003
239,4.5,9.5,4.8,1.23,1.22,11.0,1.25,-1.5,2.05,1.25,2.0,5.0,5.0,5.0,1.25,1.75,1.71,5.0,10.0,9.5,1.85,10.0,9.0,2.0,1.65,1.85,5.25,-1.5,-1.25,1.22,2.15,13.0,2.05,1.22,Arsenal,Southampton,Arsenal_Southampton_2003
240,3.2,3.0,3.2,2.15,2.1,3.1,2.1,-0.25,1.8,2.1,1.8,3.25,3.25,3.25,2.1,2.0,1.95,3.2,3.0,3.1,2.05,3.0,3.0,1.75,1.55,2.05,3.25,-0.25,0.0,2.0,2.31,3.4,1.85,2.1,Leeds,Wolves,Leeds_Wolves_2003
241,3.2,2.37,3.0,2.65,2.62,2.4,2.7,0.0,1.85,2.38,2.0,3.3,3.25,3.2,2.6,1.95,1.95,3.1,2.4,2.5,1.85,2.6,2.4,1.75,2.3,1.85,3.25,0.0,-0.25,2.5,1.55,2.5,2.05,2.75,Leicester,Bolton,Leicester_Bolton_2003
242,3.2,3.5,3.1,2.05,1.9,3.35,2.1,-0.25,1.75,2.1,2.0,3.25,3.25,3.25,2.0,2.05,2.0,3.2,3.25,3.2,1.85,3.0,3.25,1.71,1.6,1.95,3.25,-0.25,0.0,2.0,2.2,3.4,1.95,2.0,Birmingham,Everton,Birmingham_Everton_2003
243,3.2,2.37,3.0,2.7,2.62,2.4,2.87,0.0,1.95,2.8,2.05,3.2,3.25,3.2,2.62,1.85,1.79,3.1,2.38,2.5,1.8,2.2,2.38,1.9,2.3,1.8,3.2,0.0,-0.25,2.5,1.55,2.37,2.1,2.62,Blackburn,Newcastle,Blackburn_Newcastle_2003
244,3.2,3.0,3.0,2.1,2.1,3.2,2.1,-0.25,1.85,2.1,1.8,3.25,3.25,3.25,2.0,1.95,1.79,3.2,3.25,3.1,2.05,3.0,3.25,1.9,1.5,2.0,3.25,-0.25,0.0,2.1,2.45,3.4,1.9,2.0,Charlton,Tottenham,Charlton_Tottenham_2003
245,3.2,3.2,3.0,2.15,2.0,3.1,2.2,-0.25,1.8,2.0,1.95,3.25,3.25,3.1,2.2,2.0,1.79,3.2,3.0,3.1,1.9,3.2,3.0,1.9,1.55,1.925,3.25,-0.25,0.0,2.1,2.3,3.2,1.975,2.1,Fulham,Aston Villa,Fulham_Aston Villa_2003
246,3.6,4.5,3.3,1.62,1.66,5.35,1.61,-0.75,1.9,1.44,1.8,3.4,3.6,3.4,1.57,1.9,1.85,3.3,5.5,4.4,2.05,6.5,5.5,1.85,2.05,2.1,3.45,-0.75,-1.0,1.65,1.7,5.5,1.8,1.57,Liverpool,Man City,Liverpool_Man City_2003
247,5.0,9.5,4.5,1.23,1.22,11.0,1.25,-1.5,2.05,1.22,1.9,5.0,5.5,5.0,1.22,1.75,1.75,5.0,10.0,9.0,1.95,10.0,10.0,1.95,1.6,1.95,5.25,-1.5,-1.25,1.25,2.2,11.0,1.95,1.22,Man United,Middlesbrough,Man United_Middlesbrough_2003
248,3.5,1.53,3.5,5.5,5.5,1.6,5.5,0.75,1.95,5.0,,4.0,3.6,3.4,5.5,1.85,1.75,3.4,1.62,1.55,,1.57,1.57,1.95,2.0,1.9,3.45,,0.75,4.8,1.85,1.61,2.0,4.75,Portsmouth,Chelsea,Portsmouth_Chelsea_2003
