,LBD,WHA,IWD,GBH,WHH,GBA,B365H,BWD,B365AH,B365<2.5,LBH,LBAHH,BWH,BWA,B365D,SBD,SBH,WHD,GB>2.5,B365>2.5,IWA,LBAHA,LBA,SBA,GB<2.5,GBAHH,B365AHA,GBD,LBAH,GBAH,IWH,GBAHA,B365A,B365AHH,HomeTeam,AwayTeam,idGame
361,3.25,3.1,3.0,2.2,2.1,3.1,2.2,3.2,-0.25,1.9,2.2,1.94,2.2,3.0,3.4,3.25,2.2,3.1,1.85,1.9,2.9,1.9,2.75,3.1,1.85,1.85,1.95,3.2,-0.25,-0.25,2.2,1.95,3.0,1.95,Crystal Palace,Southampton,Crystal Palace_Southampton_2004
362,3.25,5.0,3.5,1.7,1.61,5.0,1.72,3.2,-0.75,1.65,1.62,2.04,1.8,4.3,3.4,3.4,1.7,3.3,2.0,2.2,4.8,1.8,5.0,5.0,1.71,2.0,1.85,3.3,-0.75,-0.75,1.55,1.8,5.0,2.05,Everton,Newcastle,Everton_Newcastle_2004
363,5.0,7.5,4.2,1.3,1.3,9.0,1.3,4.5,-1.5,2.0,1.25,1.92,1.3,9.0,5.0,5.0,1.29,4.5,1.71,1.8,8.0,1.92,8.0,9.5,2.0,,1.875,4.75,-1.5,,1.3,,9.0,2.025,Man United,West Brom,Man United_West Brom_2004
364,3.2,2.8,3.0,2.2,2.2,3.1,2.25,3.2,-0.25,1.66,2.2,1.98,2.05,3.3,3.2,3.2,2.2,3.2,2.0,2.15,3.1,1.86,2.8,3.2,1.71,2.0,1.85,3.2,-0.25,-0.25,2.1,1.8,3.1,2.05,Middlesbrough,Tottenham,Middlesbrough_Tottenham_2004
365,3.2,3.5,3.3,1.85,1.8,3.9,1.9,3.4,-0.5,1.85,1.91,1.92,1.85,3.7,3.5,3.5,1.83,3.5,1.9,1.95,4.0,1.92,3.5,4.0,1.79,1.85,2.025,3.4,-0.5,-0.5,1.7,1.82,3.75,1.875,Norwich,Birmingham,Norwich_Birmingham_2004
366,3.25,2.3,3.0,2.8,2.62,2.3,2.75,3.2,0.25,1.8,2.75,1.88,2.75,2.35,3.4,3.3,2.9,3.2,1.95,2.0,2.3,1.96,2.2,2.3,1.75,1.8,2.025,3.3,0.25,0.25,2.7,2.0,2.4,1.875,Portsmouth,Bolton,Portsmouth_Bolton_2004
367,3.25,3.8,3.2,1.71,1.72,4.8,1.72,3.2,-0.75,1.75,1.67,2.08,1.8,4.3,3.4,3.4,1.75,3.5,1.95,2.05,4.2,1.76,4.5,4.6,1.75,2.0,1.8,3.35,-0.75,-0.75,1.7,1.8,5.0,2.1,Arsenal,Liverpool,Arsenal_Liverpool_2004
368,3.2,3.0,2.8,2.4,2.1,2.7,2.2,3.2,-0.25,1.65,2.25,,2.4,2.7,3.25,3.2,2.3,3.2,2.0,2.2,2.9,,2.75,3.0,1.71,1.95,1.85,3.2,,-0.25,2.3,1.85,3.2,2.05,Man United,Chelsea,Man United_Chelsea_2004
369,3.4,6.0,3.8,1.55,1.44,6.0,1.61,3.45,-0.75,1.8,1.5,,1.55,6.0,3.6,3.6,1.57,3.75,1.9,2.0,5.4,,6.0,6.0,1.79,1.8,2.025,3.45,,-0.75,1.45,2.0,5.5,1.875,Arsenal,Everton,Arsenal_Everton_2004
370,3.4,1.95,3.1,3.25,3.25,2.05,3.4,3.25,0.25,1.75,3.25,2.12,3.7,1.9,3.5,3.4,3.75,3.3,1.95,2.05,2.0,1.72,1.91,1.91,1.71,1.72,1.75,3.4,0.25,0.5,3.2,1.95,2.0,2.15,Birmingham,Arsenal,Birmingham_Arsenal_2004
371,3.2,3.3,3.1,1.95,1.9,3.65,1.9,3.25,-0.5,1.75,2.0,1.9,2.0,3.4,3.4,3.4,1.85,3.3,1.95,2.05,3.5,1.94,3.2,4.0,1.71,1.95,1.95,3.3,-0.5,-0.5,1.9,1.73,4.0,1.95,Bolton,Everton,Bolton_Everton_2004
372,3.4,2.25,,2.75,2.6,2.25,3.0,3.45,0.5,1.9,2.6,2.04,2.8,2.2,3.5,3.6,2.88,3.4,1.85,1.9,,1.8,2.25,2.2,1.79,1.54,2.15,3.5,0.25,0.5,,2.25,2.2,1.75,Charlton,Crystal Palace,Charlton_Crystal Palace_2004
373,3.2,2.25,,2.8,2.6,2.25,2.8,3.4,0.25,1.95,2.75,1.94,2.75,2.25,3.5,3.6,2.88,3.4,1.85,1.85,,1.9,2.25,2.2,1.79,1.9,1.95,3.45,0.25,0.25,,1.9,2.3,1.95,Fulham,Norwich,Fulham_Norwich_2004
374,3.5,4.33,3.2,1.67,1.7,5.0,1.66,3.45,-0.75,1.75,1.57,1.82,1.55,6.0,3.4,3.4,1.67,3.3,1.9,2.05,4.2,2.02,5.0,5.5,1.75,1.8,2.0,3.4,-0.75,-0.75,1.7,2.0,5.5,1.85,Liverpool,Aston Villa,Liverpool_Aston Villa_2004
375,3.0,3.5,3.1,2.05,1.95,3.5,2.1,3.2,-0.25,1.7,2.0,1.76,2.1,3.2,3.1,3.2,2.0,3.1,2.0,2.1,3.5,2.08,3.4,3.75,1.65,2.05,2.1,3.2,-0.25,-0.5,1.9,1.67,3.6,1.8,Man City,Middlesbrough,Man City_Middlesbrough_2004
376,3.4,2.1,2.9,3.0,2.8,2.15,3.2,3.2,0.25,1.7,3.6,2.06,3.6,1.95,3.25,3.4,3.2,3.4,1.95,2.1,2.1,1.78,1.8,2.1,1.71,1.59,1.8,3.4,0.25,0.5,3.2,2.15,2.2,2.1,Newcastle,Chelsea,Newcastle_Chelsea_2004
377,3.5,2.5,3.4,2.3,2.3,2.65,2.37,3.5,-0.25,1.95,2.38,1.86,2.45,2.45,3.6,3.75,2.3,3.4,1.83,1.85,2.9,1.98,2.38,2.62,1.83,2.05,1.8,3.6,0.0,-0.25,2.0,1.75,2.62,2.1,Southampton,Man United,Southampton_Man United_2004
378,3.75,5.5,3.9,1.57,1.5,6.0,1.57,3.4,-0.75,1.95,1.4,1.76,1.65,5.0,3.5,3.6,1.57,3.6,1.85,1.85,6.0,2.08,7.0,6.0,1.79,1.8,2.05,3.5,-0.75,-0.75,1.4,2.0,6.5,1.85,Tottenham,Blackburn,Tottenham_Blackburn_2004
379,3.6,4.5,4.0,1.6,1.6,5.5,1.57,3.4,-1.0,1.9,1.62,2.0,1.65,5.0,3.75,3.75,1.57,3.6,1.85,1.9,5.0,1.84,4.33,5.5,1.79,2.0,1.85,3.55,-1.0,-1.0,1.45,1.8,6.0,2.05,West Brom,Portsmouth,West Brom_Portsmouth_2004
