,WHD,IWH,SBH,SBA,SOA,WHA,B365A,GBA,B365D,B365H,WHH,SOH,SOD,IWA,GBAHA,GBH,SBD,GB>2.5,GBAH,GB<2.5,IWD,GBD,GBAHH,HomeTeam,AwayTeam,idGame
254,3.4,1.6,1.66,4.33,4.33,4.2,4.5,4.85,3.5,1.615,1.7,1.67,3.4,4.6,2.0,1.62,3.4,1.65,-0.5,2.0,3.4,3.4,1.62,Heerenveen,Utrecht,Heerenveen_Utrecht_2003
255,3.1,2.2,2.6,2.3,2.3,2.45,2.25,2.25,3.4,2.6,2.55,2.6,3.25,2.7,2.25,2.75,3.25,1.71,0.5,1.95,3.2,3.25,1.49,Volendam,Willem II,Volendam_Willem II_2003
256,3.3,3.4,3.4,1.9,1.91,1.85,1.909,1.9,3.5,3.2,3.6,3.4,3.25,1.9,1.9,3.5,3.25,1.6,0.5,2.1,3.2,3.3,1.7,Zwolle,AZ Alkmaar,Zwolle_AZ Alkmaar_2003
257,3.1,2.3,2.37,2.62,2.62,2.62,2.6,2.55,3.1,2.4,2.37,2.38,3.1,2.7,1.4,2.5,3.1,1.71,-0.5,1.95,3.0,3.1,2.5,Feyenoord,Ajax,Feyenoord_Ajax_2003
258,5.0,1.15,1.16,11.0,,11.0,11.0,14.0,5.5,1.167,1.2,,,12.0,,1.15,5.5,,,,6.0,5.75,,PSV Eindhoven,Groningen,PSV Eindhoven_Groningen_2003
259,3.2,2.1,1.9,3.4,3.4,3.2,3.2,3.3,3.2,2.0,2.0,1.91,3.25,3.1,1.62,2.0,3.25,1.83,-0.5,1.83,3.0,3.2,2.0,Roosendaal,Twente,Roosendaal_Twente_2003
260,3.25,2.0,2.25,2.7,2.7,2.5,2.7,2.75,3.25,2.25,2.4,2.25,3.25,3.1,1.49,2.25,3.25,,-0.5,,3.2,3.25,2.25,Vitesse,NAC Breda,Vitesse_NAC Breda_2003
261,3.4,1.8,1.8,4.0,3.75,4.0,4.0,4.3,3.4,1.727,1.72,1.8,3.4,3.6,,1.7,3.25,1.65,,2.0,3.3,3.4,,Willem II,Vitesse,Willem II_Vitesse_2003
262,3.2,2.0,2.3,2.7,2.7,2.75,2.875,2.8,3.4,2.2,2.25,2.3,3.1,3.1,1.51,2.2,3.1,1.83,-0.5,1.83,3.2,3.3,2.2,Den Haag,Twente,Den Haag_Twente_2003
263,5.0,1.15,1.2,11.0,11.0,9.5,11.0,12.0,5.0,1.2,1.22,1.2,5.0,12.0,,1.18,5.0,1.45,,2.45,6.0,5.5,,PSV Eindhoven,Nijmegen,PSV Eindhoven_Nijmegen_2003
264,3.3,2.3,2.4,2.5,2.5,2.4,2.5,2.55,3.4,2.375,2.45,2.4,3.2,2.6,,2.45,3.2,1.65,,2.0,3.1,3.2,,Waalwijk,Roda JC,Waalwijk_Roda JC_2003
265,3.3,3.4,3.2,2.0,2.0,2.1,2.0,1.95,3.2,3.2,2.9,3.2,3.2,1.9,1.95,3.35,3.2,1.75,0.5,1.9,3.2,3.3,1.66,Zwolle,Heerenveen,Zwolle_Heerenveen_2003
266,6.5,1.2,1.16,12.0,12.0,12.0,13.0,12.0,6.0,1.143,1.12,1.17,5.5,10.0,,1.16,5.5,,,,5.0,6.0,,Ajax,Roosendaal,Ajax_Roosendaal_2003
267,3.3,3.0,2.62,2.3,2.3,2.25,2.2,2.3,3.25,2.75,2.65,2.62,3.2,2.1,,2.65,3.2,1.71,,2.0,3.1,3.3,,Groningen,AZ Alkmaar,Groningen_AZ Alkmaar_2003
268,3.4,3.4,3.4,1.9,1.91,1.83,1.833,1.85,3.5,3.5,3.5,3.4,3.25,1.9,1.85,3.7,3.25,1.65,0.5,2.0,3.2,3.3,1.74,Utrecht,Feyenoord,Utrecht_Feyenoord_2003
269,3.25,2.3,2.5,2.5,2.5,2.4,2.25,2.5,3.4,2.6,2.5,2.5,3.1,2.6,,2.45,3.1,1.71,,1.95,3.1,3.25,,Volendam,NAC Breda,Volendam_NAC Breda_2003
270,3.5,1.75,1.73,4.2,3.8,4.0,4.0,3.9,3.4,1.72,1.7,1.8,3.25,3.8,1.86,1.8,3.25,1.71,-0.5,2.0,3.3,3.3,1.7,Roda JC,Utrecht,Roda JC_Utrecht_2003
271,3.4,1.55,1.57,4.75,4.75,4.9,4.5,4.9,3.5,1.61,1.6,1.57,3.6,4.8,2.04,1.6,3.6,1.65,-0.5,2.05,3.5,3.5,1.6,AZ Alkmaar,Waalwijk,AZ Alkmaar_Waalwijk_2003
272,3.4,,1.57,4.75,4.75,4.9,4.5,4.9,3.5,1.61,1.6,1.57,3.6,,2.04,1.6,3.6,,-0.5,,,3.5,1.6,Heerenveen,Vitesse,Heerenveen_Vitesse_2003
273,3.6,5.4,5.2,1.53,1.53,1.5,1.53,1.5,3.75,5.0,5.5,5.0,3.6,1.45,1.5,5.35,3.6,1.71,0.5,2.0,3.8,3.8,2.22,Roosendaal,PSV Eindhoven,Roosendaal_PSV Eindhoven_2003
274,3.2,2.1,2.1,3.0,3.0,3.2,3.0,3.25,3.4,2.0,2.0,2.1,3.2,3.1,1.63,2.0,3.2,1.71,-0.5,2.0,3.0,3.25,2.0,Twente,Willem II,Twente_Willem II_2003
275,6.0,1.15,1.14,12.0,12.0,10.0,15.0,12.0,6.5,1.11,1.16,1.14,6.0,12.0,,1.15,6.0,1.85,,1.85,6.0,6.1,,Feyenoord,Volendam,Feyenoord_Volendam_2003
276,3.2,1.9,2.0,3.2,3.2,3.1,3.2,3.25,3.2,2.0,2.05,2.0,3.2,3.5,1.63,2.0,3.2,1.79,-0.5,1.9,3.1,3.25,2.0,Groningen,Zwolle,Groningen_Zwolle_2003
277,3.3,2.1,2.0,3.2,3.2,3.4,3.2,3.45,3.2,2.0,1.9,2.0,3.2,3.0,1.66,1.95,3.2,1.7,-0.5,2.0,3.1,3.2,1.95,NAC Breda,Den Haag,NAC Breda_Den Haag_2003
278,3.4,4.8,4.5,1.62,1.62,1.66,1.61,1.65,3.5,4.5,4.33,4.5,3.5,1.55,1.65,4.5,3.5,1.6,0.5,2.15,3.5,3.5,1.97,Nijmegen,Ajax,Nijmegen_Ajax_2003
279,3.5,1.65,1.55,5.1,5.0,5.0,4.5,5.0,3.5,1.61,1.57,1.57,3.5,4.4,2.06,1.55,3.5,,-0.5,,3.3,3.5,1.55,AZ Alkmaar,NAC Breda,AZ Alkmaar_NAC Breda_2003
280,3.2,2.2,2.35,2.65,2.62,2.62,2.5,2.7,3.25,2.4,2.3,2.3,3.2,2.8,1.46,2.3,3.1,,-0.5,,3.1,3.2,2.3,Den Haag,Heerenveen,Den Haag_Heerenveen_2003
281,3.2,2.0,2.0,3.25,3.0,3.0,3.0,3.0,3.2,2.1,2.1,2.1,3.2,3.1,1.55,2.1,3.15,,-0.5,,3.2,3.2,2.1,Twente,Roda JC,Twente_Roda JC_2003
282,3.4,1.85,1.85,3.5,3.6,3.6,3.75,3.7,3.3,1.8,1.8,1.8,3.4,3.5,1.77,1.8,3.4,,-0.5,,3.2,3.4,1.8,Willem II,Roosendaal,Willem II_Roosendaal_2003
283,5.5,1.12,1.14,12.0,11.0,11.0,11.0,11.0,5.0,1.2,1.17,1.17,5.5,13.0,3.67,1.18,6.0,,-0.5,,6.5,5.5,1.18,Feyenoord,Groningen,Feyenoord_Groningen_2003
284,3.25,1.85,1.95,3.35,3.4,3.4,3.2,3.65,3.2,2.0,1.91,1.91,3.25,3.6,1.73,1.85,3.2,,-0.5,,3.1,3.3,1.85,Vitesse,Nijmegen,Vitesse_Nijmegen_2003
285,4.33,8.0,7.0,1.36,1.4,1.4,1.4,1.36,4.0,6.5,5.5,5.5,4.33,1.3,1.36,6.5,4.0,,0.5,,4.2,4.0,2.48,Volendam,PSV Eindhoven,Volendam_PSV Eindhoven_2003
286,3.2,2.4,2.1,2.9,2.8,2.8,2.7,3.0,3.1,2.3,2.2,2.2,3.2,2.6,1.55,2.1,3.3,,-0.5,,3.0,3.2,2.1,Waalwijk,Utrecht,Waalwijk_Utrecht_2003
287,3.5,4.4,5.0,1.61,1.57,1.57,1.53,1.52,3.6,5.0,5.0,5.0,3.5,1.65,1.52,5.0,3.3,,0.5,,3.3,3.7,2.13,Zwolle,Ajax,Zwolle_Ajax_2003
288,5.0,1.33,1.22,9.0,9.0,9.5,11.0,12.0,4.5,1.22,1.22,1.22,5.0,10.0,3.43,1.2,5.0,,-0.5,,3.5,4.8,1.2,Ajax,NAC Breda,Ajax_NAC Breda_2003
289,3.0,1.8,1.95,3.5,3.5,3.75,3.2,3.8,3.2,2.0,1.9,1.91,3.1,3.8,1.68,1.85,3.1,1.75,-0.5,1.9,3.1,3.0,1.85,Heerenveen,AZ Alkmaar,Heerenveen_AZ Alkmaar_2003
290,3.4,,2.2,2.62,2.62,2.75,3.0,3.1,3.2,2.1,2.15,2.2,3.4,,1.57,2.0,3.4,1.75,-0.5,1.9,,3.3,2.05,Nijmegen,Volendam,Nijmegen_Volendam_2003
291,4.33,1.27,1.29,10.0,10.0,8.5,11.0,8.0,4.5,1.22,1.28,1.29,4.0,9.0,,1.25,4.0,,,,4.0,4.5,,PSV Eindhoven,Den Haag,PSV Eindhoven_Den Haag_2003
292,3.45,,1.83,3.4,3.4,4.0,4.0,4.0,3.25,1.8,1.7,1.83,3.4,,1.68,1.85,3.4,1.79,-0.5,1.85,,2.9,1.85,Roda JC,Vitesse,Roda JC_Vitesse_2003
293,3.25,3.2,4.0,1.75,1.73,1.72,1.72,1.7,3.4,4.0,4.2,4.0,3.4,2.0,1.7,4.25,3.25,,0.5,,3.1,3.3,1.86,Roosendaal,Feyenoord,Roosendaal_Feyenoord_2003
294,3.4,1.8,1.73,4.0,4.0,4.2,4.0,4.4,3.4,1.72,1.7,1.73,3.4,3.8,1.85,1.7,3.4,,-0.5,,3.1,3.2,1.7,Utrecht,Groningen,Utrecht_Groningen_2003
295,3.2,2.0,2.1,3.0,3.0,3.2,3.2,3.1,3.2,2.0,2.0,2.1,3.2,3.2,1.6,2.0,3.2,1.85,-0.5,1.79,3.1,3.3,2.0,Waalwijk,Twente,Waalwijk_Twente_2003
296,3.6,,1.85,3.4,3.4,3.4,,3.35,,,1.8,1.83,3.5,,1.66,1.9,3.5,1.83,-0.5,1.83,,3.3,1.9,Zwolle,Willem II,Zwolle_Willem II_2003
297,3.2,2.9,2.8,2.2,2.2,2.1,2.0,2.15,3.2,3.2,3.0,2.8,3.2,2.2,2.15,2.85,3.2,,0.5,,3.0,3.2,1.51,AZ Alkmaar,PSV Eindhoven,AZ Alkmaar_PSV Eindhoven_2003
298,3.3,2.1,2.1,3.0,3.0,3.0,3.0,2.93,3.2,2.1,2.05,2.1,3.2,3.1,1.53,2.1,3.2,,-0.5,,3.0,3.2,2.1,Den Haag,Nijmegen,Den Haag_Nijmegen_2003
299,3.2,,1.5,7.0,7.0,7.0,5.5,7.0,3.6,1.5,1.5,1.5,3.2,,,1.45,3.2,,,,,3.25,,Feyenoord,Zwolle,Feyenoord_Zwolle_2003
300,3.25,2.7,2.4,2.5,2.5,2.45,2.37,2.5,3.25,2.5,2.45,2.4,3.2,2.3,1.37,2.5,3.2,,-0.5,,3.0,3.05,2.5,Groningen,Roda JC,Groningen_Roda JC_2003
301,3.2,1.85,1.91,3.5,3.5,3.5,3.75,3.55,3.2,1.83,1.9,1.91,3.2,3.6,1.7,1.85,3.2,,-0.5,,3.1,3.25,1.85,NAC Breda,Waalwijk,NAC Breda_Waalwijk_2003
302,3.2,2.3,2.25,2.7,2.7,2.8,2.5,2.7,3.25,2.37,2.2,2.25,3.2,2.7,1.46,2.25,3.2,,-0.5,,3.0,3.2,2.25,Twente,Heerenveen,Twente_Heerenveen_2003
303,3.6,,1.57,4.5,4.5,4.5,4.5,5.0,3.3,1.66,1.6,1.57,3.75,,,1.45,3.75,,,,,4.0,,Vitesse,Utrecht,Vitesse_Utrecht_2003
304,3.6,,1.57,4.5,4.5,4.5,4.0,4.5,3.6,1.66,1.6,1.57,3.75,,,1.53,3.75,,,,,3.75,,Volendam,Roosendaal,Volendam_Roosendaal_2003
305,3.2,3.4,3.2,2.0,2.0,1.9,1.9,1.9,3.25,3.4,3.5,3.2,3.2,2.0,1.9,3.45,3.2,,0.5,,2.9,3.2,1.66,Willem II,Ajax,Willem II_Ajax_2003
