,WHD,IWH,SBH,SBA,WHA,B365A,GBA,B365D,B365H,WHH,IWA,GBAHA,GBH,SBD,GB>2.5,GBAH,GB<2.5,IWD,GBD,GBAHH,HomeTeam,AwayTeam,idGame
251,3.3,2.2,2.0,3.2,3.0,3.2,3.1,3.2,2.0,2.05,3.0,1.57,2.1,3.2,1.79,-0.5,1.85,2.9,3.2,2.1,Alverca,Guimaraes,Alverca_Guimaraes_2003
252,4.75,1.3,1.3,8.0,9.0,8.0,8.25,4.5,1.28,1.25,8.0,,1.3,4.33,1.83,,1.83,4.2,4.5,,Boavista,Est Amadora,Boavista_Est Amadora_2003
253,3.5,4.4,5.0,1.57,1.57,1.615,1.57,3.5,4.5,5.0,1.65,2.0,5.3,3.5,1.75,1.0,1.9,3.3,3.5,1.8,Gil Vicente,Porto,Gil Vicente_Porto_2003
254,3.25,2.1,1.9,3.4,2.85,3.2,3.3,3.2,2.0,2.15,3.1,1.64,2.0,3.25,1.9,-0.5,1.75,3.0,3.25,2.0,Beira Mar,Academica,Beira Mar_Academica_2003
255,2.95,2.3,2.37,2.62,2.65,2.625,2.65,3.2,2.375,2.45,2.8,2.0,2.4,3.1,2.2,0.0,1.55,2.9,3.15,1.8,Moreirense,Nacional,Moreirense_Nacional_2003
256,3.2,2.2,2.2,2.8,2.65,2.75,2.85,3.2,2.25,2.3,3.0,1.9,2.2,3.2,1.85,-0.25,1.79,2.9,3.25,1.9,Pacos Ferreira,Leiria,Pacos Ferreira_Leiria_2003
257,3.25,3.2,3.4,1.9,1.9,2.1,1.95,3.2,3.0,3.4,2.0,1.95,3.45,3.25,1.83,0.5,1.83,3.1,3.25,1.67,Rio Ave,Benfica,Rio Ave_Benfica_2003
258,3.2,3.1,3.2,2.0,2.0,2.0,2.0,3.2,3.2,3.2,2.1,2.0,3.3,3.2,1.83,0.5,1.83,3.0,3.25,1.64,Sp Braga,Sp Lisbon,Sp Braga_Sp Lisbon_2003
259,3.35,1.8,1.66,4.33,4.5,4.333,4.75,3.2,1.727,1.65,3.8,1.9,1.65,3.4,2.0,-0.75,1.65,3.1,3.4,1.9,Maritimo,Belenenses,Maritimo_Belenenses_2003
260,3.3,2.1,2.1,3.0,3.3,3.0,3.3,3.2,2.1,1.9,3.2,1.6,2.05,3.2,2.3,-0.5,1.5,2.9,3.1,2.05,Moreirense,Boavista,Moreirense_Boavista_2003
261,2.85,2.0,2.0,3.3,3.7,3.0,3.6,3.2,2.1,2.0,3.3,1.64,2.0,3.1,2.1,-0.5,1.6,3.0,3.0,2.0,Academica,Alverca,Academica_Alverca_2003
262,5.0,1.22,1.25,8.0,11.0,9.0,11.0,5.5,1.2,1.2,9.5,,1.2,5.0,1.6,,2.1,4.8,5.25,,Benfica,Pacos Ferreira,Benfica_Pacos Ferreira_2003
263,3.3,2.1,2.2,2.87,3.0,2.75,2.95,3.2,2.25,2.05,3.2,1.85,2.15,3.1,2.1,-0.25,1.6,2.9,3.2,1.95,Guimaraes,Rio Ave,Guimaraes_Rio Ave_2003
264,3.15,2.2,2.37,2.7,2.7,2.625,2.75,3.1,2.375,2.3,3.0,2.05,2.35,3.0,2.1,0.0,1.6,2.9,3.1,1.75,Leiria,Sp Braga,Leiria_Sp Braga_2003
265,3.7,1.7,1.66,4.5,5.25,4.333,4.75,3.4,1.667,1.5,4.2,2.0,1.65,3.3,1.65,-0.75,2.0,3.2,3.35,1.8,Nacional,Gil Vicente,Nacional_Gil Vicente_2003
266,5.0,1.25,1.22,9.0,9.5,10.0,10.0,4.5,1.25,1.22,9.0,,1.23,5.0,1.6,,2.1,4.5,5.0,,Porto,Maritimo,Porto_Maritimo_2003
267,6.5,1.12,1.12,13.0,17.0,15.0,16.0,6.5,1.111,1.1,13.0,,1.11,6.5,1.6,,2.1,6.5,6.6,,Sp Lisbon,Est Amadora,Sp Lisbon_Est Amadora_2003
268,3.5,1.75,1.72,4.2,4.5,4.0,4.5,3.4,1.72,1.6,3.8,1.85,1.65,3.25,1.9,0.5,1.75,3.3,3.5,1.74,Belenenses,Beira Mar,Belenenses_Beira Mar_2003
269,3.25,3.6,3.75,2.0,1.91,1.9,1.85,3.25,3.4,3.5,1.85,1.9,3.7,2.9,3.4,1.75,3.25,3.1,3.3,1.9,Nacional,Porto,Nacional_Porto_2003
270,3.4,4.0,3.5,1.9,1.8,1.727,1.85,3.4,4.0,3.6,1.75,1.85,3.6,3.2,1.9,0.5,1.75,3.2,3.3,1.72,Boavista,Sp Lisbon,Boavista_Sp Lisbon_2003
271,3.4,,3.2,2.0,2.0,2.25,2.15,3.2,2.75,2.9,,1.85,2.85,3.2,1.9,0.25,1.75,,3.3,1.95,Est Amadora,Leiria,Est Amadora_Leiria_2003
272,3.25,3.2,3.2,2.0,1.9,1.909,1.9,3.25,3.4,3.4,2.0,1.9,3.5,3.2,1.71,0.5,1.95,3.1,3.25,1.69,Sp Braga,Benfica,Sp Braga_Benfica_2003
273,3.0,2.4,2.2,2.8,2.9,2.8,2.9,3.2,2.2,2.25,2.7,1.85,2.2,3.2,1.9,-0.25,1.75,2.9,3.1,1.95,Alverca,Belenenses,Alverca_Belenenses_2003
274,3.6,4.4,4.33,1.66,1.5,1.667,1.57,3.4,4.333,5.5,1.65,1.95,5.3,3.4,1.75,0.75,1.9,3.3,3.5,1.85,Beira Mar,Porto,Beira Mar_Porto_2003
275,3.3,1.8,2.0,3.2,3.1,3.2,3.4,3.2,2.0,2.0,3.8,1.65,1.95,3.2,2.0,-0.5,1.65,3.1,3.2,1.95,Gil Vicente,Moreirense,Gil Vicente_Moreirense_2003
276,3.1,2.5,2.4,2.6,2.15,2.625,2.45,3.2,2.375,2.8,2.5,1.9,2.5,3.1,2.0,0.0,1.65,3.0,3.2,1.9,Pacos Ferreira,Guimaraes,Pacos Ferreira_Guimaraes_2003
277,3.4,2.0,1.83,3.75,3.45,3.75,3.75,3.25,1.833,1.85,3.2,1.77,1.8,3.2,1.95,-0.5,1.71,3.1,3.35,1.8,Rio Ave,Academica,Rio Ave_Academica_2003
278,2.85,2.3,2.2,2.8,3.0,2.75,3.0,3.0,2.375,2.25,2.8,1.8,2.25,3.2,2.0,-0.25,1.65,2.9,3.0,2.0,Maritimo,Nacional,Maritimo_Nacional_2003
279,3.0,2.0,2.2,3.0,2.87,3.2,2.8,3.0,2.1,2.25,3.4,1.9,2.2,3.0,2.0,-0.5,1.65,2.9,3.3,1.95,Gil Vicente,Boavista,Gil Vicente_Boavista_2003
280,6.5,1.12,1.1,15.0,17.0,13.0,16.0,7.0,1.1,1.1,13.0,4.53,1.08,6.5,,-0.5,,6.5,7.0,1.12,Benfica,Est Amadora,Benfica_Est Amadora_2003
281,3.4,4.4,4.33,1.7,1.66,1.66,1.7,3.4,4.33,4.33,1.65,1.7,4.4,3.25,1.65,0.5,2.0,3.3,3.3,1.89,Leiria,Sp Lisbon,Leiria_Sp Lisbon_2003
282,3.4,1.9,1.8,3.8,3.85,3.75,3.7,3.25,1.8,1.75,3.5,,1.85,3.25,2.1,,1.6,3.1,3.3,,Academica,Pacos Ferreira,Academica_Pacos Ferreira_2003
283,3.5,,,,4.3,4.33,,3.4,1.66,1.6,,,,,,,,,,,Belenenses,Rio Ave,Belenenses_Rio Ave_2003
284,,,,,,,,,,,,,,,,,,,,,Moreirense,Maritimo,Moreirense_Maritimo_2003
285,,1.45,,,,,,,,,5.4,,,,,,,3.8,,,Nacional,Beira Mar,Nacional_Beira Mar_2003
286,6.0,1.25,1.17,10.0,10.0,9.0,9.0,5.5,1.2,1.16,9.0,3.21,1.25,6.0,1.55,-0.5,2.2,4.5,5.0,1.25,Porto,Alverca,Porto_Alverca_2003
287,3.3,2.0,,,3.55,3.2,3.1,3.2,2.0,1.8,3.2,1.57,2.1,,2.1,-0.5,1.6,3.1,3.2,2.1,Guimaraes,Sp Braga,Guimaraes_Sp Braga_2003
288,3.25,2.4,2.25,2.7,2.3,,2.7,,,2.6,2.4,,2.2,3.25,,,,3.2,3.25,,Rio Ave,Porto,Rio Ave_Porto_2003
289,,,1.6,4.0,,3.75,,3.5,1.72,,,,,3.75,,,,,,,Alverca,Nacional,Alverca_Nacional_2003
290,3.1,2.2,2.2,2.7,3.1,2.7,2.95,3.25,2.25,2.1,3.1,1.51,2.15,3.15,,-0.5,,2.8,3.1,2.15,Beira Mar,Moreirense,Beira Mar_Moreirense_2003
291,4.2,,5.5,1.4,1.36,1.5,,3.8,5.0,6.5,,,,4.2,,,,,,,Est Amadora,Guimaraes,Est Amadora_Guimaraes_2003
292,3.25,,2.3,2.6,2.62,2.62,2.55,3.25,2.3,2.3,,1.43,2.35,3.3,,-0.5,,,3.25,2.35,Leiria,Boavista,Leiria_Boavista_2003
293,3.5,1.55,1.5,5.5,5.25,5.0,5.5,3.4,1.57,1.53,4.8,2.18,1.5,3.35,,-0.5,,3.5,3.6,1.5,Maritimo,Gil Vicente,Maritimo_Gil Vicente_2003
294,,,4.0,1.6,,1.83,,3.75,3.2,,,,,3.8,,,,,,,Pacos Ferreira,Belenenses,Pacos Ferreira_Belenenses_2003
295,,,,,,,,,,,,,,,,,,,,,Sp Braga,Academica,Sp Braga_Academica_2003
296,3.1,2.2,2.25,2.87,2.88,2.75,2.9,3.2,2.25,2.2,3.0,1.49,2.2,3.0,,-0.5,,2.9,3.05,2.2,Sp Lisbon,Benfica,Sp Lisbon_Benfica_2003
297,,,,,,,,,,,,,,,,,,,,,Academica,Est Amadora,Academica_Est Amadora_2003
298,,,,,,,,,,,,,,,,,,,,,Belenenses,Sp Braga,Belenenses_Sp Braga_2003
299,3.6,1.4,1.29,8.0,8.0,8.0,8.0,4.5,1.28,1.35,8.0,1.52,1.3,4.5,1.83,-1.5,1.83,3.2,4.0,2.05,Benfica,Leiria,Benfica_Leiria_2003
300,,,,,,,,,,,,,,,,,,,,,Boavista,Maritimo,Boavista_Maritimo_2003
301,,,,,,,,,,,,,,,,,,,,,Gil Vicente,Beira Mar,Gil Vicente_Beira Mar_2003
302,,,,,,,,,,,,,,,,,,,,,Guimaraes,Sp Lisbon,Guimaraes_Sp Lisbon_2003
303,,,,,,,,,,,,,,,,,,,,,Moreirense,Alverca,Moreirense_Alverca_2003
304,,,,,,,,,,,,,,,,,,,,,Nacional,Rio Ave,Nacional_Rio Ave_2003
305,4.75,1.25,1.25,8.5,8.0,9.5,8.0,4.5,1.25,1.25,9.0,1.6,1.25,4.75,1.75,-1.5,1.95,4.5,4.5,1.9,Porto,Pacos Ferreira,Porto_Pacos Ferreira_2003
