,LBH,GBAH,SBA,IWA,B365A,GB>2.5,GB<2.5,B365AHA,LBA,LBAHA,B365AHH,IWD,B365<2.5,GBH,SOH,WHA,GBAHA,SOA,WHH,GBA,B365H,SBD,LBAHH,WHD,LBAH,B365AH,LBD,SBH,B365D,GBD,IWH,B365>2.5,SOD,GBAHH,HomeTeam,AwayTeam,idGame
167,2.0,-0.5,3.25,3.2,4.0,1.75,1.95,1.825,3.0,1.8,2.075,3.1,1.9,1.9,1.91,3.25,1.85,3.75,1.9,3.75,1.909,3.25,2.05,3.4,-0.5,-0.5,3.4,2.0,3.3,3.3,2.0,1.9,3.4,2.0,Man City,Leeds,Man City_Leeds_2003
168,1.167,-1.75,15.0,10.0,15.0,1.55,2.36,2.125,12.0,2.1,1.775,5.0,2.25,1.15,1.14,15.0,2.1,15.0,1.12,16.0,1.167,6.0,1.75,6.0,-1.75,-1.75,5.5,1.14,6.5,6.0,1.2,1.61,6.0,1.75,Arsenal,Wolves,Arsenal_Wolves_2003
169,2.1,-0.25,3.0,2.9,3.1,1.93,1.79,1.8,3.0,1.85,2.1,3.0,1.7,2.2,2.1,2.87,1.85,3.0,2.1,2.95,2.25,3.25,2.0,3.3,-0.25,-0.25,3.2,2.1,3.25,3.3,2.2,2.1,3.25,2.0,Birmingham,Man City,Birmingham_Man City_2003
170,2.1,-0.25,2.87,3.0,3.1,2.01,1.71,2.05,3.0,2.0,1.85,3.1,1.75,2.25,2.2,3.1,2.0,2.88,2.1,3.0,2.25,3.2,1.85,3.1,-0.25,-0.25,3.2,2.2,3.25,3.2,2.1,2.05,3.2,1.85,Blackburn,Middlesbrough,Blackburn_Middlesbrough_2003
171,4.5,0.75,1.61,1.75,1.6669999999999998,1.84,1.87,2.05,1.6669999999999998,1.95,1.85,3.2,1.8,4.95,5.0,1.61,2.0,1.67,5.0,1.67,5.5,3.4,1.9,3.3,0.75,0.75,3.25,5.0,3.4,3.4,4.0,2.0,3.6,1.85,Charlton,Chelsea,Charlton_Chelsea_2003
172,2.1,-0.25,3.25,3.2,3.2,1.96,1.75,1.9,3.0,1.95,2.0,3.1,1.75,2.2,2.1,3.1,1.9,3.0,2.1,3.1,2.2,3.25,1.9,3.1,-0.25,-0.25,3.2,2.0,3.25,3.2,2.0,2.05,3.25,1.95,Fulham,Southampton,Fulham_Southampton_2003
173,2.2,-0.25,2.87,3.1,3.0,1.88,1.85,1.85,2.75,1.95,2.05,3.0,1.8,2.25,2.2,2.75,1.85,2.88,2.25,2.9,2.3,3.2,1.9,3.2,-0.25,-0.25,3.25,2.2,3.25,3.25,2.1,2.0,3.2,2.0,Leeds,Aston Villa,Leeds_Aston Villa_2003
174,3.2,0.5,2.0,2.0,2.1,1.87,1.85,1.825,2.0,2.1,2.075,3.1,1.9,3.4,3.25,2.0,2.05,2.0,3.2,2.0,3.25,3.25,1.75,3.2,0.5,0.25,3.2,3.25,3.4,3.3,3.2,1.9,3.25,1.8,Leicester,Newcastle,Leicester_Newcastle_2003
175,1.6669999999999998,-0.75,5.0,4.6,5.0,1.82,1.95,1.9,4.5,1.9,2.0,3.4,1.9,1.65,1.67,5.0,1.9,4.5,1.61,5.2,1.6669999999999998,3.4,1.95,3.3,-0.75,-0.75,3.25,1.61,3.6,3.45,1.6,1.9,3.4,1.95,Liverpool,Bolton,Liverpool_Bolton_2003
176,1.222,-1.5,10.0,9.5,10.0,1.61,2.25,2.05,10.0,2.0,1.85,4.8,2.05,1.25,1.25,11.0,2.0,10.0,1.2,10.0,1.25,5.0,1.85,5.0,-1.5,-1.5,5.0,1.22,5.5,5.25,1.22,1.75,5.5,1.85,Man United,Everton,Man United_Everton_2003
177,2.4,0.0,2.6,2.6,2.7,1.87,1.85,1.95,2.5,2.0,1.95,3.0,1.8,2.45,2.5,2.62,2.0,2.5,2.37,2.65,2.5,3.2,1.85,3.1,0.0,0.0,3.25,2.4,3.25,3.25,2.4,2.0,3.2,1.85,Portsmouth,Tottenham,Portsmouth_Tottenham_2003
178,2.0,-0.25,3.0,3.1,3.2,1.91,1.79,1.85,3.2,1.9,2.05,3.0,1.8,2.2,2.2,2.87,1.9,2.88,2.2,3.05,2.2,3.1,1.95,3.1,-0.25,-0.25,3.2,2.2,3.25,3.2,2.1,2.0,3.25,1.95,Aston Villa,Fulham,Aston Villa_Fulham_2003
179,1.73,-0.75,4.33,3.8,4.5,1.9,1.79,2.0,4.33,2.05,1.9,3.1,1.8,1.75,1.67,4.33,1.75,5.0,1.72,4.5,1.8,3.25,1.8,3.2,-0.5,-0.5,3.2,1.73,3.4,3.3,1.8,2.0,3.2,2.1,Bolton,Leicester,Bolton_Leicester_2003
180,1.22,-1.5,10.0,9.5,11.0,1.65,2.12,1.825,10.0,1.95,2.075,4.8,2.05,1.25,1.22,8.0,2.15,10.0,1.28,10.0,1.25,5.0,1.9,4.5,-1.75,-1.75,5.0,1.22,5.5,5.0,1.22,1.75,5.0,1.72,Chelsea,Portsmouth,Chelsea_Portsmouth_2003
181,1.83,-0.5,3.25,3.5,3.4,1.86,1.85,2.05,3.75,1.85,1.85,3.1,1.7,2.1,2.0,3.0,1.75,3.25,2.1,3.2,2.1,3.25,2.0,3.2,-0.5,-0.25,3.2,2.0,3.25,3.25,1.9,2.1,3.25,2.05,Everton,Birmingham,Everton_Birmingham_2003
182,2.6,0.0,2.38,2.2,2.37,1.87,1.85,2.125,2.38,1.95,1.775,3.0,1.8,2.7,2.75,2.2,1.75,2.25,2.8,2.4,2.87,3.2,1.9,3.2,0.25,0.25,3.2,2.62,3.25,3.2,2.9,2.0,3.2,2.1,Man City,Liverpool,Man City_Liverpool_2003
183,4.5,0.75,1.62,1.65,1.66,1.88,1.85,2.0,1.67,1.9,1.9,3.3,1.85,5.25,5.5,1.61,1.9,1.67,5.0,1.65,5.0,3.4,1.95,3.3,0.75,0.75,3.25,5.0,3.6,3.3,4.4,1.95,3.4,1.95,Middlesbrough,Man United,Middlesbrough_Man United_2003
184,1.57,-0.75,5.0,4.6,5.5,1.81,1.9,1.925,5.0,1.95,1.975,3.4,1.9,1.65,1.67,5.0,1.9,5.0,1.61,5.0,1.61,3.4,1.9,3.3,-0.75,-0.75,3.5,1.62,3.6,3.4,1.6,1.9,3.6,1.95,Newcastle,Blackburn,Newcastle_Blackburn_2003
185,2.2,-0.25,2.88,2.7,3.0,1.86,1.85,1.8,2.8,1.9,2.1,3.0,1.85,2.2,2.25,2.75,1.9,2.75,2.25,3.0,2.3,3.2,1.95,3.2,-0.25,-0.25,3.2,2.2,3.25,3.25,2.3,1.95,3.2,1.95,Tottenham,Charlton,Tottenham_Charlton_2003
186,2.6,0.0,2.5,2.3,2.6,1.87,1.85,1.9,2.38,1.8,2.0,3.0,1.85,2.52,2.62,2.5,1.8,2.38,2.5,2.52,2.62,3.2,2.05,3.1,0.0,0.0,3.2,2.5,3.25,3.25,2.7,1.95,3.2,2.05,Wolves,Leeds,Wolves_Leeds_2003
187,4.33,0.75,1.73,1.75,1.72,1.91,1.8,2.0,1.73,1.95,1.9,3.2,1.9,4.7,4.75,1.66,2.0,1.73,4.5,1.72,4.5,3.25,1.9,3.3,0.75,0.75,3.2,4.33,3.6,3.35,4.0,1.9,3.4,1.85,Southampton,Arsenal,Southampton_Arsenal_2003
188,1.57,-0.75,5.0,4.2,5.5,1.9,1.79,2.0,5.5,2.0,1.9,3.2,1.75,1.7,1.62,4.5,2.05,5.5,1.66,4.85,1.66,3.4,1.85,3.3,-0.75,-0.75,3.25,1.62,3.4,3.3,1.7,2.05,3.6,1.8,Aston Villa,Portsmouth,Aston Villa_Portsmouth_2003
189,5.5,0.75,1.53,1.6,1.57,1.75,1.9,2.125,1.53,2.0,1.775,3.4,1.9,5.6,6.0,1.53,1.75,1.5,5.5,1.57,6.5,3.5,1.85,3.4,1.0,1.0,3.5,5.5,3.5,3.5,4.6,1.9,3.5,2.1,Bolton,Man United,Bolton_Man United_2003
190,1.73,-0.5,4.2,4.2,4.5,1.85,1.85,2.025,4.0,2.05,1.875,3.2,1.75,1.75,1.73,4.5,2.1,4.75,1.66,4.5,1.8,3.25,1.8,3.3,-0.5,-0.5,3.4,1.75,3.4,3.3,1.7,2.05,3.4,1.75,Chelsea,Liverpool,Chelsea_Liverpool_2003
191,5.0,0.75,1.67,1.65,1.66,1.85,1.85,1.9,1.62,1.85,2.0,3.3,1.9,5.0,5.0,1.53,1.9,1.57,5.5,1.65,5.5,3.4,2.0,3.4,0.75,0.75,3.25,4.5,3.4,3.45,4.4,1.9,3.6,1.95,Everton,Arsenal,Everton_Arsenal_2003
192,2.25,-0.25,2.75,2.9,3.0,1.85,1.85,1.85,2.75,1.9,2.05,3.0,1.9,2.25,2.25,2.62,1.85,2.75,2.3,2.9,2.3,3.25,1.95,3.2,-0.25,-0.25,3.2,2.25,3.25,3.25,2.2,1.9,3.25,2.0,Man City,Charlton,Man City_Charlton_2003
193,2.2,-0.25,3.0,2.9,3.2,1.95,1.75,2.025,3.0,2.0,1.875,3.0,1.7,2.2,2.1,3.0,2.0,3.2,2.2,3.0,2.2,3.1,1.85,3.0,-0.25,-0.25,3.0,2.2,3.25,3.25,2.2,2.1,3.1,1.85,Middlesbrough,Fulham,Middlesbrough_Fulham_2003
194,1.5,-1.0,6.0,4.8,7.0,1.71,2.0,1.9,6.0,2.0,2.0,3.5,2.0,1.55,1.44,6.0,1.85,6.5,1.5,6.0,1.53,3.4,1.85,3.4,-1.0,-1.0,3.4,1.53,3.6,3.5,1.55,1.8,3.75,2.0,Newcastle,Leeds,Newcastle_Leeds_2003
195,1.73,-0.75,4.33,4.2,4.5,1.95,1.75,1.825,4.33,1.9,2.075,3.2,1.8,1.7,1.67,4.5,1.9,4.5,1.66,4.85,1.8,3.25,1.95,3.3,-0.75,-0.75,3.2,1.73,3.4,3.3,1.7,2.0,3.4,1.95,Southampton,Leicester,Southampton_Leicester_2003
196,2.2,-0.25,3.0,3.2,3.2,1.85,1.85,2.0,2.8,2.05,1.9,3.1,1.8,2.2,2.25,3.0,2.0,2.75,2.1,3.0,2.2,3.25,1.8,3.2,-0.25,-0.25,3.2,2.1,3.25,3.25,2.0,2.0,3.25,1.85,Tottenham,Birmingham,Tottenham_Birmingham_2003
197,2.5,0.0,2.38,2.3,2.4,1.79,1.9,2.1,2.4,2.0,1.8,3.1,1.95,2.65,2.62,2.37,1.85,2.38,2.62,2.42,2.87,3.2,1.85,3.1,0.25,0.25,3.25,2.62,3.25,3.25,2.6,1.85,3.2,2.0,Wolves,Blackburn,Wolves_Blackburn_2003
198,1.22,-1.5,9.0,9.0,10.0,1.71,2.0,1.85,10.0,1.8,2.05,4.5,1.95,1.27,1.22,10.0,1.8,10.0,1.25,10.0,1.28,5.0,2.05,4.5,-1.5,-1.5,5.0,1.25,5.0,5.0,1.25,1.85,5.0,2.05,Arsenal,Middlesbrough,Arsenal_Middlesbrough_2003
199,2.1,-0.25,3.1,2.9,3.4,2.0,1.7,1.9,3.0,1.8,2.0,3.0,1.66,2.2,2.1,3.0,1.77,3.1,2.2,3.05,2.1,3.2,2.05,3.0,-0.25,-0.25,3.2,2.1,3.25,3.2,2.2,2.15,3.2,2.08,Birmingham,Southampton,Birmingham_Southampton_2003
200,1.91,-0.25,3.25,3.3,3.4,1.85,1.85,2.025,3.4,2.05,1.875,3.0,1.8,2.05,2.0,3.3,2.05,3.25,2.0,3.5,2.1,3.25,1.8,3.1,-0.25,-0.25,3.25,2.0,3.25,3.1,2.0,2.0,3.25,1.8,Blackburn,Bolton,Blackburn_Bolton_2003
201,1.53,-0.75,5.5,4.6,6.5,1.85,1.85,2.05,5.5,2.1,1.85,3.4,2.0,1.57,1.5,6.0,2.1,6.0,1.5,6.0,1.57,3.5,1.75,3.4,-0.75,-0.75,3.5,1.53,3.5,3.5,1.6,1.8,3.5,1.75,Charlton,Wolves,Charlton_Wolves_2003
202,1.8,-0.5,3.5,3.6,3.4,1.85,1.85,1.8,3.75,1.75,2.1,3.1,1.75,2.05,2.0,3.5,1.8,3.25,1.9,3.4,2.1,3.25,2.1,3.2,-0.5,-0.5,3.25,1.91,3.25,3.25,1.85,2.05,3.25,2.05,Fulham,Everton,Fulham_Everton_2003
203,2.1,0.0,2.8,2.9,2.7,1.85,1.85,2.075,3.0,1.95,1.825,3.0,1.8,2.3,2.38,2.3,1.95,2.62,2.62,2.85,2.5,3.2,1.9,3.2,0.0,0.0,3.2,2.25,3.25,3.2,2.2,2.0,3.2,1.9,Leeds,Tottenham,Leeds_Tottenham_2003
204,1.62,-0.75,5.0,4.4,5.5,1.85,1.85,2.025,5.0,1.95,1.875,3.3,1.8,1.65,1.62,5.5,1.95,5.0,1.53,5.25,1.66,3.4,1.9,3.4,-0.75,-0.75,3.25,1.62,3.4,3.4,1.65,2.0,3.4,1.9,Liverpool,Aston Villa,Liverpool_Aston Villa_2003
205,2.2,0.0,2.7,2.7,2.7,1.85,1.85,2.0,2.75,2.0,1.9,3.0,1.8,2.4,2.25,2.62,2.0,2.75,2.3,2.7,2.5,3.2,1.85,3.2,0.0,0.0,3.25,2.3,3.25,3.25,2.3,2.0,3.25,1.85,Portsmouth,Man City,Portsmouth_Man City_2003
206,5.0,0.75,1.53,1.65,1.61,1.85,1.85,1.875,1.57,,2.025,3.3,1.85,6.0,5.5,1.53,1.85,1.57,5.5,1.55,6.0,3.5,,3.4,,0.75,3.5,5.5,3.5,3.5,4.4,1.95,3.75,2.0,Leicester,Chelsea,Leicester_Chelsea_2003
207,1.36,-1.0,7.5,6.0,7.5,1.75,1.95,2.1,8.0,2.05,1.8,3.9,2.0,1.47,1.44,6.5,2.1,7.5,1.44,7.0,1.44,3.75,1.8,3.6,-1.0,-1.0,3.75,1.4,4.0,3.75,1.4,1.8,4.0,1.75,Man United,Newcastle,Man United_Newcastle_2003
208,1.67,-0.5,3.75,3.8,4.5,1.79,1.9,2.0,4.5,2.0,1.9,3.1,1.75,1.8,1.73,3.75,1.95,4.33,1.8,4.35,1.83,3.3,1.85,3.3,-0.5,-0.5,3.25,1.83,3.25,3.2,1.8,2.05,3.25,1.9,Bolton,Portsmouth,Bolton_Portsmouth_2003
209,2.1,-0.25,2.88,3.1,3.1,1.85,1.85,1.975,3.0,2.0,1.925,3.0,1.7,2.2,2.2,2.75,2.0,2.88,2.25,3.0,2.25,3.2,1.85,3.2,-0.25,-0.25,3.2,2.2,3.25,3.25,2.1,2.1,3.2,1.85,Everton,Charlton,Everton_Charlton_2003
210,2.1,-0.25,2.88,3.1,3.4,1.75,1.9,2.05,3.0,2.05,1.85,3.0,1.95,2.1,2.1,2.8,2.0,3.0,2.2,3.2,2.1,3.2,1.8,3.2,-0.25,-0.25,3.2,2.2,3.25,3.2,2.1,1.85,3.25,1.85,Man City,Blackburn,Man City_Blackburn_2003
211,1.67,-0.5,4.0,3.8,5.0,1.85,1.85,1.85,4.5,1.9,2.05,3.1,1.66,1.8,1.67,4.33,2.05,4.5,1.72,4.35,1.72,3.25,1.95,3.2,-0.75,-0.75,3.25,1.8,3.3,3.2,1.8,2.15,3.4,1.8,Middlesbrough,Leicester,Middlesbrough_Leicester_2003
212,1.62,-0.75,4.5,4.2,5.0,1.95,1.75,1.775,4.5,1.7,2.125,3.2,1.75,1.65,1.57,5.0,2.05,5.0,1.57,5.1,1.72,3.4,2.15,3.5,-1.0,-1.0,3.5,1.67,3.3,3.4,1.7,2.05,3.5,1.8,Southampton,Leeds,Southampton_Leeds_2003
213,2.6,0.25,2.3,2.2,2.37,1.9,1.8,2.05,2.38,2.0,1.85,3.1,1.85,2.85,2.75,2.25,2.0,2.3,2.8,2.3,2.87,3.2,1.85,3.1,0.25,0.25,3.2,2.75,3.25,3.2,2.8,1.95,3.2,1.85,Tottenham,Liverpool,Tottenham_Liverpool_2003
214,8.0,1.25,1.36,1.4,1.36,1.65,2.05,1.825,1.36,1.75,2.075,3.9,2.05,8.0,9.0,1.3,1.85,1.33,8.0,1.35,8.5,4.0,2.1,4.33,1.25,1.25,3.75,7.5,4.5,4.35,6.0,1.75,4.5,2.0,Wolves,Man United,Wolves_Man United_2003
215,4.5,0.75,1.73,1.8,1.66,1.95,1.75,1.95,1.67,1.95,1.95,3.1,1.8,5.0,5.0,1.66,2.0,1.67,4.5,1.7,5.5,3.25,1.9,3.3,0.75,0.75,3.25,4.33,3.4,3.25,3.8,2.0,3.6,1.85,Aston Villa,Arsenal,Aston Villa_Arsenal_2003
216,1.3,-1.5,8.5,8.0,12.0,1.71,2.0,1.925,8.0,1.9,1.975,4.2,1.95,1.3,1.29,8.0,1.95,11.0,1.3,9.4,1.3,4.33,1.95,4.33,-1.5,-1.5,4.33,1.3,4.5,4.5,1.3,1.85,4.75,1.9,Chelsea,Birmingham,Chelsea_Birmingham_2003
217,1.62,-0.75,5.0,4.4,5.5,1.75,1.95,2.025,4.5,2.05,1.875,3.3,1.95,1.62,1.57,5.0,2.0,6.0,1.57,5.4,1.66,3.4,1.8,3.5,-0.75,-0.75,3.5,1.62,3.4,3.45,1.65,1.85,3.6,1.85,Newcastle,Fulham,Newcastle_Fulham_2003
218,4.0,0.5,1.8,1.85,1.8,1.9,1.79,1.825,1.8,1.8,2.075,3.1,1.9,4.3,4.5,1.8,1.8,1.73,4.0,1.8,4.5,3.25,2.05,3.1,0.5,0.5,3.2,4.0,3.4,3.25,3.6,1.9,3.25,2.05,Wolves,Liverpool,Wolves_Liverpool_2003
219,2.6,0.0,2.37,2.4,2.5,1.9,1.79,1.8,2.375,2.05,2.1,2.9,1.75,2.6,2.75,2.5,1.77,2.25,2.5,2.5,2.7,3.1,1.8,3.1,0.25,0.0,3.2,2.7,3.25,3.2,2.7,2.05,3.25,2.08,Birmingham,Newcastle,Birmingham_Newcastle_2003
220,1.7269999999999999,-0.5,4.0,3.6,4.5,1.85,1.85,1.925,4.333,1.9,1.975,3.1,1.85,1.85,1.8,4.2,2.0,4.0,1.72,4.0,1.8,3.25,1.95,3.25,-0.5,-0.5,3.2,1.8,3.3,3.3,1.85,1.95,3.25,1.85,Charlton,Bolton,Charlton_Bolton_2003
221,2.2,-0.25,2.87,3.1,2.875,1.79,1.9,1.9,2.8,1.85,2.0,3.0,1.8,2.3,2.25,2.75,1.8,2.75,2.25,2.85,2.375,3.2,2.0,3.2,-0.25,-0.25,3.2,2.2,3.25,3.25,2.1,2.0,3.25,2.05,Fulham,Tottenham,Fulham_Tottenham_2003
222,2.5,0.0,2.5,2.4,2.7,1.85,1.85,1.9,2.4,1.9,2.0,3.2,1.75,2.45,2.5,2.25,1.95,2.5,2.75,2.65,2.5,3.2,1.95,3.2,0.0,0.0,3.25,2.5,3.25,3.2,2.4,2.05,3.2,1.9,Leeds,Middlesbrough,Leeds_Middlesbrough_2003
223,2.4,0.0,2.7,2.9,2.7,1.85,1.85,2.1,2.5,2.0,1.8,2.8,1.75,2.45,2.38,2.75,2.05,2.62,2.3,2.65,2.5,3.1,1.85,3.1,0.0,0.0,3.25,2.37,3.25,3.2,2.3,2.05,3.2,1.8,Leicester,Aston Villa,Leicester_Aston Villa_2003
224,1.7269999999999999,-0.75,4.5,4.0,5.0,1.79,1.9,1.95,4.333,1.9,1.95,3.2,1.85,1.72,1.62,5.5,1.85,5.0,1.57,4.75,1.7269999999999999,3.4,1.95,3.3,-0.75,-0.75,3.2,1.66,3.4,3.35,1.75,1.95,3.4,2.0,Liverpool,Everton,Liverpool_Everton_2003
225,1.25,-1.5,10.0,9.0,10.0,1.71,2.0,2.025,10.0,1.95,1.875,4.5,2.05,1.26,1.27,9.5,2.0,11.0,1.22,10.0,1.25,4.75,1.9,5.0,-1.5,-1.5,4.5,1.25,5.5,5.0,1.25,1.75,5.0,1.85,Man United,Southampton,Man United_Southampton_2003
226,1.7269999999999999,-0.5,3.75,3.6,4.0,1.85,1.85,1.9,4.0,1.9,2.0,3.1,1.9,1.9,1.91,3.6,1.95,3.6,1.83,3.75,1.909,3.3,1.95,3.3,-0.5,-0.5,3.4,1.83,3.25,3.3,1.85,1.9,3.25,1.9,Portsmouth,Wolves,Portsmouth_Wolves_2003
227,1.2,-1.5,10.0,9.5,10.0,1.65,2.05,1.9,11.0,1.95,2.0,4.8,2.1,1.26,1.25,10.0,1.9,10.0,1.25,10.0,1.25,4.75,1.9,4.5,-1.5,-1.5,5.0,1.25,5.5,5.0,1.22,1.7,5.5,1.95,Arsenal,Man City,Arsenal_Man City_2003
228,4.5,0.5,1.72,1.8,1.8,1.71,2.0,1.85,1.6669999999999998,1.8,2.05,3.1,1.9,4.25,4.33,1.66,1.8,1.8,4.5,1.8,4.5,3.25,2.05,3.3,0.5,0.5,3.25,4.33,3.3,3.25,3.8,1.9,3.4,2.05,Blackburn,Chelsea,Blackburn_Chelsea_2003
229,1.5,-1.25,5.5,4.8,6.0,1.75,1.95,2.05,6.0,1.85,1.85,3.5,1.95,1.6,1.5,6.0,1.55,6.0,1.44,5.5,1.615,3.6,2.0,3.75,-1.0,-0.75,3.4,1.53,3.4,3.4,1.55,1.85,3.5,2.3,Aston Villa,Leeds,Aston Villa_Leeds_2003
230,2.8,0.25,2.25,2.3,2.25,1.85,1.85,1.95,2.2,1.9,1.95,2.9,1.8,2.9,2.8,2.2,1.95,2.2,2.87,2.25,3.1,3.2,1.95,3.1,0.25,0.25,3.2,2.8,3.2,3.25,2.8,2.0,3.25,1.9,Bolton,Liverpool,Bolton_Liverpool_2003
231,5.0,0.75,1.61,1.6,1.615,1.85,1.85,1.85,1.571,1.75,2.05,3.4,1.9,5.25,5.0,1.57,1.85,1.62,5.5,1.61,5.5,3.4,2.1,3.3,0.75,0.75,3.5,5.0,3.6,3.5,4.6,1.9,3.4,2.0,Everton,Man United,Everton_Man United_2003
232,1.8,-0.5,3.25,3.2,4.0,1.85,1.85,2.125,3.75,1.8,1.775,3.1,1.8,1.95,1.91,3.2,1.85,3.5,2.0,3.6,1.909,3.25,2.05,3.2,-0.5,-0.25,3.25,2.0,3.25,3.25,2.0,2.0,3.25,1.95,Middlesbrough,Blackburn,Middlesbrough_Blackburn_2003
233,1.364,-1.0,7.5,6.0,7.5,1.75,1.95,2.025,8.0,1.8,1.875,3.9,2.05,1.42,1.36,7.5,2.3,8.5,1.4,8.0,1.4,3.75,2.05,3.6,-1.5,-1.25,3.75,1.4,4.333,3.75,1.4,1.75,3.75,1.55,Newcastle,Leicester,Newcastle_Leicester_2003
